key,translation,locale
customer.profile.delete.confirmation_question,Are you sure you want to delete your account?,en_US
customer.profile.delete.confirmation_question,Wollen Sie deinen Account wirklich löschen?,de_DE
customer.profile.first_name,First Name,en_US
customer.profile.first_name,Vorname,de_DE
customer.profile.last_name,Last Name,en_US
customer.profile.last_name,Nachname,de_DE
customer.profile.email,Email,en_US
customer.profile.email,E-Mail,de_DE
customer.profile.phone,Phone,en_US
customer.profile.phone,Telefon,de_DE
customer.profile.old_password,Old Password,en_US
customer.profile.old_password,Altes Passwort,de_DE
customer.profile.request.new_password,New Password,en_US
customer.profile.request.new_password,Neues Passwort,de_DE
customer.profile.confirm.new_password,Confirm New Password,en_US
customer.profile.confirm.new_password,Passwort bestätigen,de_DE
customer.profile.address.edit,Edit,en_US
customer.profile.address.edit,Ändern,de_DE
customer.profile.address.delete,Delete,en_US
customer.profile.address.delete,Löschen,de_DE
customer.profile.order_details,Bestelldetails,de_DE
customer.profile.order_details,Order Details,en_US
customer.profile.order_details.giftcard.label,Gift card,en_US
customer.profile.order_details.giftcard.label,Geschenkgutschein,de_DE
customer.password.update,Change Password,en_US
customer.password.update,Passwort ändern,de_DE
customer.password.old_password,Old Password,en_US
customer.password.old_password,Altes Passwort,de_DE
customer.password.request.new_password,New Password,en_US
customer.password.request.new_password,Neues Passwort,de_DE
customer.password.confirm.new_password,Confirm Password,en_US
customer.password.confirm.new_password,Passwort bestätigen,de_DE
customer.table.actions,Actions,en_US
customer.table.actions,Aktion,de_DE
profile.form.salutation,Salutation,en_US
profile.form.salutation,Anrede,de_DE
customer.salutation.dr,Dr.,en_US
customer.salutation.dr,Dr.,de_DE
customer.customer_id,ID,en_US
customer.customer_id,ID,de_DE
forms.submit-btn,Submit,en_US
forms.submit-btn,Speichern,de_DE
forms.save-btn,Save,en_US
forms.save-btn,Speichern,de_DE
forms.submit.login,Login,en_US
forms.submit.login,Einloggen,de_DE
forms.submit.register,Register,en_US
forms.submit.register,Registrieren,de_DE
forms.forgot-password,Forgot Password,en_US
forms.forgot-password,Passwort vergessen,de_DE
forms.first-name,First Name,en_US
forms.first-name,Vorname,de_DE
forms.last-name,Last Name,en_US
forms.last-name,Nachname,de_DE
forms.email,Email,en_US
forms.email,E-Mail,de_DE
forms.password,Password,en_US
forms.password,Passwort,de_DE
forms.confirm-password,Confirm Password,en_US
forms.confirm-password,Passwort bestätigen,de_DE
forms.accept_terms,"I agree to the <a href='/en/gtc-online-purchase' target='_blank'>AGB</a> and <a href='/en/privacy' target='_blank'>Privacy policy</a> to.",en_US
forms.accept_terms,"Ich stimme den <a href='/de/agb-online-kauf' target='_blank'>AGB</a> und den <a href='/de/datenschutz/' target='_blank'>Datenschutzbestimmungen</a> zu.",de_DE
forms.additional_register,"Ja, Ich möchte radio",en_US
forms.recieve_notifications,"Ja, ich möchte über Produkte und Angebote informiert werder. Ich stimme hiermit den <a href='/de/agb-online-kauf' style='color:#ea8901; text-decoration:none' target='_blank'>Bedingungen der Werbeeinwilligung </a>zu.",de_DE
address.salutation,Salutation,en_US
address.salutation,Anrede,de_DE
email.orderEmail.salutationMale,Mr.,en_US
email.orderEmail.salutationMale,Hr.,de_DE
email.orderEmail.salutationFemale,Ms. / Mrs.,en_US
email.orderEmail.salutationFemale,Fr.,de_DE
customer.login.failed,Login failed,en_US
customer.login.failed,Login fehlgeschlagen,de_DE
customer.email.already.used,Email already used,en_US
customer.email.already.used,E-Mail bereits vergeben.,de_DE
general.back.button,Back,en_US
general.back.button,Zurück,de_DE
general.cancel.button,Cancel,en_US
general.cancel.button,Abbrechen,de_DE
general.edit.button,Edit,en_US
general.edit.button,Bearbeiten,de_DE
newsletter.subscription.success,You successfully subscribed to the newsletter,en_US
newsletter.subscription.success,Du wurdest erfolgreich für den Newsletter angemeldet,de_DE
newsletter.unsubscription.success,You successfully unsubscribed from the newsletter,en_US
newsletter.unsubscription.success,Du wurdest erfolgreich für den Newsletter abgemeldet,de_DE
newsletter.subscription.already_subscribed,You are already subscribed to the newsletter,en_US
newsletter.subscription.already_subscribed,Du bist bereits für den Newsletter angemeldet,de_DE
newsletter.subscription.email_format_invalid,Invalid Email address format,en_US
newsletter.subscription.email_format_invalid,Ungültiges E-Mail-Adressformat,de_DE
customer.authentication.failed,Authentication failed,en_US
customer.authentication.failed,Die angegebenen Daten sind fehlerhaft.,de_DE
customer.email.invalid,Email address is invalid,en_US
customer.email.invalid,E-Mail Adresse ist ungültig,de_DE
customer.email.format.invalid,Invalid Email address format,en_US
customer.email.format.invalid,Ungültiges E-Mail-Adressformat.,de_DE
customer.password.recovery.mail.sent,"If there is an account associated with this email address, you will receive an email with further instructions",en_US
customer.password.recovery.mail.sent,"Falls ein Konto für diese E-Mailadresse existiert, erhältst du hierüber gleich weitere Anweisungen",de_DE
customer.address.number,House Number,en_US
customer.address.number,Hausnummer,de_DE
customer.address.save_new_address,Save new address to address book,en_US
customer.address.save_new_address,Neue Adresse in Adressbuch speichern,de_DE
countries.iso.AT,Austria,en_US
countries.iso.AT,Österreich,de_DE
countries.iso.DE,Germany,en_US
countries.iso.DE,Deutschland,de_DE
countries.iso.AT,Österreich,de_DE
countries.iso.AT,Austria,en_US
countries.iso.NO,Norway,en_US
countries.iso.NO,Norwegen,de_DE
countries.iso.CH,Switzerland,en_US
countries.iso.CH,Schweiz,de_DE
countries.iso.ES,Spain,en_US
countries.iso.ES,Spanien,de_DE
countries.iso.GB,United Kingdom,en_US
countries.iso.GB,Großbritannien,de_DE
customer.billingSameAsShipping,Billing address same as shipping address,en_US
customer.billingSameAsShipping,Liefer- und Rechnungsadresse sind gleich,de_DE
checkout.customer.proceed_as_user,Proceed as a registered user (sign up),en_US
checkout.customer.proceed_as_user,Melde dich mit deinem bereits vorhandenen Account an,de_DE
checkout.customer.proceed_as_guest,Proceed as a guest,en_US
checkout.customer.proceed_as_guest,Als Gast weiterverfahren,de_DE
checkout.customer.order_as_guest,Order as guest,en_US
checkout.customer.order_as_guest,Als Gast bestellen,de_DE
checkout.customer.auth_as_user,Sign Up,en_US
checkout.customer.auth_as_user,Registrieren,de_DE
checkout.customer.auth_as_guest,Buy as Guest,en_US
checkout.customer.auth_as_guest,Als Gast bestellen,de_DE
checkout.customer.submit_as_guest,Weiter,de_DE
checkout.customer.auth_as_login,Login,en_US
checkout.customer.auth_as_login,Anmelden,de_DE
checkout.step.customer.title,Login,en_US
checkout.step.customer.title,Anmelden,de_DE
checkout.step.address.title,Address,en_US
checkout.step.address.title,Abholstation,de_DE
checkout.step.shipment.title,Shipment,en_US
checkout.step.shipment.title,Abholzeitpunkt,de_DE
checkout.step.shipment.note,Bitte beachten Sie: Aufgrund von Kapazitätenengpässen sind eventuell leider nicht immer alle Lieferfenster verfügbar,de_DE
checkout.step.shipment.provider.a,DHL,en_US
checkout.step.shipment.provider.a,DHL,de_DE
checkout.step.shipment.provider.b,Hermes,en_US
checkout.step.shipment.provider.b,Hermes,de_DE
checkout.step.payment.title,Payment,en_US
checkout.step.payment.title,Zahlung,de_DE
checkout.step.payment.method,Payment Methods,en_US
checkout.step.payment.method,Zahlungsarten,de_DE
checkout.step.payment.cardholder_name,Cardholder Name,en_US
checkout.step.payment.cardholder_name,Karteninhaber Name,de_DE
checkout.step.summary.title,Summary,en_US
checkout.step.summary.title,Übersicht Wunscheinkauf,de_DE
checkout.step.shipment,Go to Shipment,en_US
checkout.step.shipment,Weiter zum Versand,de_DE
checkout.step.address.select_address,Select an address,en_US
checkout.step.address.select_address,Eine Adresse auswählen,de_DE
checkout.step.payment,Go to Payment,en_US
checkout.step.payment,Weiter zur Zahlung,de_DE
checkout.step.summary.title,Summary,en_US
checkout.step.summary.title,Übersicht,de_DE
checkout.step.summary,Go to Summary,en_US
checkout.step.summary,Weiter zur Übersicht,de_DE
checkout.step.summary.with_method,With,en_US
checkout.step.summary.with_method,Mit,de_DE
checkout.step.summary.items,Items,en_US
checkout.step.summary.items,Artikel,de_DE
checkout.step.summary.overview,Overview,en_US
checkout.step.summary.overview,Übersicht,de_DE
checkout.step.summary.sub_total,Zwischensumme,de_DE
checkout.step.summary.sub_total,Subtotal,en_US
checkout.step.summary.grand_total,Summe,de_DE
checkout.step.summary.grand_total_Globus,Zwischensumme,de_DE
checkout.step.summary.grand_total,Grand Total,en_US
checkout.step.summary.payment,Zahlung,de_DE
checkout.step.summary.payment,Payment,en_US
checkout.step.summary.shipping,Abholzeitpunkt,de_DE
checkout.step.summary.shipping,Shipment,en_US
checkout.step.summary.tax,Mehrwertsteuer,de_DE
checkout.step.summary.tax,Tax,en_US
checkout.step.summary.total,Complete checkout,en_US
checkout.step.summary.total,Bestellung abschließen,de_DE
checkout.step.summary.shipment_costs_total,"Shipment costs (total)",en_US
checkout.step.summary.shipment_costs_total,"Servicegebühr",de_DE
checkout.step.summary.delivery_method,Zustellungsmethode,de_DE
checkout.step.summary.delivery_method,Delivery method,en_US
checkout.step.summary.requested_delivery_date,Angefordertes Lieferdatum,de_DE
checkout.step.summary.requested_delivery_date,Requested delivery date,en_US
checkout.step.summary.delivery_address,Lieferadresse,de_DE
checkout.step.summary.delivery_address,Delivery Address,en_US
checkout.step.summary.products,"Products",en_US
checkout.step.summary.products,"Produkte",de_DE
checkout.step.place.order,Submit your order,en_US
checkout.step.place.order,Kostenpflichtig bestellen,de_DE
checkout.step.payment.must_be_older_than_18_years,You must be at least 18 years old.,en_US
checkout.step.payment.must_be_older_than_18_years,Sie müssen mindestens 18 Jahre alt sein.,de_DE
checkout.step.success.title,Thank you.,en_US
checkout.step.success.title,Vielen Dank für Ihren Einkauf!,de_DE
checkout.step.success.text,Your order has been placed successfully. You will get the order confirmation email in a few minutes. You can check and track your order in Your Account.,en_US
checkout.step.success.text,Ihre Bestellung ist erfolgreich in unserem Abholmarkt eingegangen.,de_DE
checkout.step.success.link,"Go to ""My Account""",en_US
checkout.step.success.link,"Zum meinem Konto",de_DE
checkout.step.error.title,Your order has not been placed.,en_US
checkout.step.error.title,"Lieber Kunde, Ihre Bestellung konnte leider nicht platziert werden.",de_DE
checkout.step.error.text,Something went wrong. Sorry.,en_US
checkout.step.error.text,"Versuchen Sie es bitte später noch einmal oder kontaktieren Sie den Kundenservice. Ihre Bestellung wurde nicht platziert.",de_DE
checkout.step.summary.billing_address,Billing Address,en_US
checkout.step.summary.billing_address,Rechnungsadresse,de_DE
checkout.step.summary.merchant-name,Merchant,en_US
checkout.step.summary.merchant-name,Abholstation,de_DE
customer.password.change.success,Password change successful,en_US
customer.password.change.success,Passwort erfolgreich geändert,de_DE
customer.newsletter.subscribed,Newsletter subscribed,en_US
customer.newsletter.subscribed,Newsletter abonniert,de_DE
validator.constraints.password.do_not_match,Passwords don't match,en_US
validator.constraints.password.do_not_match,Passwörter stimmen nicht überein,de_DE
discount.successfully.applied,"The discount ""display_name"" has been successfully applied",en_US
discount.successfully.applied,"Der Rabatt ""display_name"" wurde erfolgreich angewendet",de_DE
discount.quote_change.discount.not_available,"The discounts you have chosen for the following items skus is no longer available",en_US
discount.quote_change.discount.not_available,"The discounts you have chosen for the following items skus is no longer available",de_DE
discount.quote_change.discount.amount_changed,"The discounts you selected for the following items skus have changed",en_US
discount.quote_change.discount.amount_changed,"The discounts you selected for the following items skus have changed",de_DE
product.unavailable,Product is out of stock,en_US
product.unavailable,Keine Produkte mehr auf Lager,de_DE
product.attribute.slug,slug,en_US
product.attribute.slug,slug,de_DE
product.attribute.variant_id,ID,en_US
product.attribute.variant_id,ID,de_DE
product.attribute.variant.reset,Reset,en_US
product.attribute.variant.reset,Zurücksetzen,de_DE
product.attribute.sku,SKU,en_US
product.attribute.sku,SKU,de_DE
product.attribute.image_quality,Image Quality,en_US
product.attribute.image_quality,Bildqualität,de_DE
product.attribute.lens_system,Lens System,en_US
product.attribute.lens_system,Linsensystem,de_DE
product.attribute.focus,Focus,en_US
product.attribute.focus,Fokus,de_DE
product.attribute.shutter,Shutter,en_US
product.attribute.shutter,Blendenverschluss,de_DE
product.attribute.video,Video,en_US
product.attribute.video,Video,de_DE
product.attribute.screen,Screen,en_US
product.attribute.screen,Screen,de_DE
product.attribute.processor,Processor,en_US
product.attribute.processor,Prozessor,de_DE
product.attribute.memory,Memory,en_US
product.attribute.memory,Memory,de_DE
product.attribute.display,Display,en_US
product.attribute.display,Bildschirm,de_DE
product.attribute.storage,Storage,en_US
product.attribute.storage,Speicher,de_DE
product.attribute.color,Color,en_US
product.attribute.color,Farbe,de_DE
product.attribute.design,Design,en_US
product.attribute.design,Design,de_DE
product.attribute.graphics,Graphics,en_US
product.attribute.graphics,Graphik,de_DE
product.attribute.camera,Camera,en_US
product.attribute.camera,Camera,de_DE
product.attribute.gps,GPS,en_US
product.attribute.gps,GPS,de_DE
product.attribute.weight,Weight,en_US
product.attribute.weight,Gewicht,de_DE
product.attribute.waterproof,Waterproof,en_US
product.attribute.waterproof,Wasserdicht,de_DE
product.attribute.battery,Battery,en_US
product.attribute.battery,Batterie,de_DE
product.attribute.description,Description,en_US
product.attribute.description,Beschreibung,de_DE
product.attribute.short_description,Short Description,en_US
product.attribute.short_description,Kurzbeschreibung,de_DE
product.attribute.long_description,Long Description,en_US
product.attribute.long_description,Langbeschreibung,de_DE
product.attribute.manufacturer_name,Brand,en_US
product.attribute.manufacturer_name,Marke,de_DE
product.attribute.product_id,Product ID,en_US
product.attribute.product_id,Produkt ID,de_DE
product.attribute.image_big,Image big,en_US
product.attribute.image_big,Bild groß,de_DE
product.attribute.image_small,Image small,en_US
product.attribute.image_small,Bild klein,de_DE
product.attribute.license,License,en_US
product.attribute.license,Lizenz,de_DE
product.product_options,Product Options,en_US
product.product_options,Produktoptionen,de_DE
product.product_options_select,Select an option,en_US
product.product_options_select,Wähle eine Option,de_DE
product.sets,Product Sets,en_US
product.sets,Produktsets,de_DE
product.sets.no-results,No results.,en_US
product.sets.no-results,Keine Ergebnisse.,de_DE
product.sets.widget.title,Shop the Collection,en_US
product.sets.widget.title,Shoppe die Kollektion,de_DE
product.set.detail.add-all-to-cart,Add all to Cart,en_US
product.set.detail.add-all-to-cart,Alle Artikel in den Einkaufsliste,de_DE
product.set.detail.set-contents,Products in this set,en_US
product.set.detail.set-contents,Produkte in diesem Set,de_DE
product.set.detail.no-products,No products in the set,en_US
product.set.detail.no-products,Es gibt keine Produkte im Set,de_DE
product.view,View,en_US
product.view,Ansehen,de_DE
wishlist.title,Wishlist,en_US
wishlist.wishlist,Wishlist,en_US
page.detail.add-to-wishlist,Add to Wishlist,en_US
customer.account.wishlist,Wishlist,en_US
customer.account.wishlist.empty,Currently there are no items in your wishlist.,en_US
customer.account.wishlist.continue-shopping,Continue shopping,en_US
customer.account.wishlist.product,Product,en_US
customer.account.wishlist.price,Price,en_US
customer.account.wishlist.add-to-cart,Add to Cart,en_US
customer.account.wishlist.remove,Remove,en_US
customer.account.wishlist.product-not-available,This product is not available at the moment.,en_US
customer.account.wishlist.view-in-shop,View,en_US
customer.account.wishlist.overview.sku,Sku,en_US
customer.account.wishlist.overview.name,Name,en_US
customer.account.wishlist.overview.price,Price,en_US
customer.account.wishlist.overview.variant,Variant,en_US
wishlist.title,Merkzettel,de_DE
wishlist.wishlist,Merkzettel,de_DE
page.detail.add-to-wishlist,Auf den Merkzettel,de_DE
customer.account.wishlist,Merkzettel,de_DE
customer.account.wishlist.empty,Zurzeit ist kein Produkt auf deinem Merkzettel.,de_DE
customer.account.wishlist.continue-shopping,Weiter shoppen,de_DE
customer.account.wishlist.product,Produkt,de_DE
customer.account.wishlist.price,Preis,de_DE
customer.account.wishlist.add-to-cart,In den Warenkorb,de_DE
customer.account.wishlist.remove,Löschen,de_DE
customer.account.wishlist.product-not-available,Dieses Produkt ist momentan nicht verfügbar.,de_DE
customer.account.wishlist.view-in-shop,Produktdetails,de_DE
customer.account.wishlist.overview.sku,Sku,de_DE
customer.account.wishlist.overview.name,Name,de_DE
customer.account.wishlist.overview.price,Preis,de_DE
customer.account.wishlist.overview.variant,Produktvariante,de_DE
customer.account.wishlist.overview.title,Manage wishlists,en_US
customer.account.wishlist.overview.title,Merkzettel verwalten,de_DE
customer.account.wishlist.overview.empty,You don't have a wishlist yet.,en_US
customer.account.wishlist.overview.empty,Sie haben noch keine Merkzettel.,de_DE
customer.account.wishlist.overview.enter_name,Enter name here,en_US
customer.account.wishlist.overview.enter_name,Name hier eingeben,de_DE
customer.account.wishlist.overview.add_new,Merkzettel hinzufügen,de_DE
customer.account.wishlist.overview.add_new,Add wishlist,en_US
customer.account.wishlist.overview.item_count,# Products,en_US
customer.account.wishlist.overview.item_count,# Produkte,de_DE
customer.account.wishlist.overview.date,Creation date,en_US
customer.account.wishlist.overview.date,Erstelldatum,de_DE
customer.account.wishlist.overview.edit,Edit,en_US
customer.account.wishlist.overview.edit,Bearbeiten,de_DE
customer.account.wishlist.overview.delete,Delete,en_US
customer.account.wishlist.overview.delete,Löschen,de_DE
customer.account.wishlist.add_all_available_to_cart,Add all products to the cart,en_US
customer.account.wishlist.add_all_available_to_cart,Alle Produkte zum Warenkorb hinzufügen,de_DE
customer.account.wishlist.availability,Availability,en_US
customer.account.wishlist.availability,Verfügbarkeit,de_DE
customer.account.wishlist.available,Available,en_US
customer.account.wishlist.available,Verfügbar,de_DE
customer.account.wishlist.not_available,Not available,en_US
customer.account.wishlist.not_available,Nicht verfügbar,de_DE
customer.account.wishlist.item.removed,Product successfully removed.,en_US
customer.account.wishlist.item.removed,Produkt erfolgreich entfernt.,de_DE
customer.account.wishlist.item.moved_to_cart,Product successfully added to the cart.,en_US
customer.account.wishlist.item.moved_to_cart,Produkt erfolgreich in den Einkaufsliste gelegt.,de_DE
customer.account.wishlist.item.moved_to_cart.failed,Product could not be added to the cart.,en_US
customer.account.wishlist.item.moved_to_cart.failed,Produkt konnte nicht in den Einkaufsliste gelegt werden.,de_DE
customer.account.wishlist.item.moved_all_available_to_cart,Available products were successfully added to the cart.,en_US
customer.account.wishlist.item.moved_all_available_to_cart,Verfügbare Produkte wurden erfolgreich in den Warenkorb gelegt.,de_DE
customer.account.wishlist.item.moved_all_available_to_cart.failed,The items could not be successfully added to the cart.,en_US
customer.account.wishlist.item.moved_all_available_to_cart.failed,Nicht alle Artikel konnten erfolgreich in den Einkaufsliste gelegt werden.,de_DE
customer.account.wishlist.created,Wishlist successfully created.,en_US
customer.account.wishlist.created,Merkzettel erfolgreich angelegt.,de_DE
customer.account.wishlist.updated,Wishlist successfully updated.,en_US
customer.account.wishlist.updated,Merkzettel erfolgreich aktualisiert.,de_DE
customer.account.wishlist.deleted,Wishlist successfully deleted.,en_US
customer.account.wishlist.deleted,Merkzettel erfolgreich gelöscht.,de_DE
customer.account.wishlist.item.not_added,Adding to the wishlist failed.,en_US
customer.account.wishlist.item.not_added,Hinzufügen zur Merkzettel fehlgeschlagen.,de_DE
newsletter.subscribe,E-Mail,en_US
newsletter.subscribe,E-Mail,de_DE
newsletter.form.subscribe,Subscribe,en_US
newsletter.form.subscribe,Eintragen,de_DE
pagination.previous,Previous,en_US
pagination.previous,Zurück,de_DE
pagination.next,Next,en_US
pagination.next,Vor,de_DE
product.attribute.iso_en,ISO,en_US
product.attribute.iso_en,ISO,de_DE
product.attribute.waterproof_up_to,Waterproof up to,en_US
product.attribute.waterproof_up_to,Wasserdicht bis,de_DE
product.attribute.width,Width,en_US
product.attribute.width,Breite,de_DE
product.attribute.touchscreen,Touchscreen,en_US
product.attribute.touchscreen,Touchscreen,de_DE
product.attribute._none,Please select a value,en_US
product.attribute._none,Bitte einen Wert auswählen,de_DE
product.variants,Product Variants,en_US
product.variants,Produktvarianten,de_DE
product.attribute.usb_version,USB version,en_US
product.attribute.usb_version,USB-Version,de_DE
product.attribute.thermal_design_power,Thermal design power,en_US
product.attribute.thermal_design_power,Thermal Design Power,de_DE
product.attribute.processor_boost_frequency,Processor Boost,en_US
product.attribute.processor_boost_frequency,Prozessor Boost-Taktung,de_DE
product.attribute.touch_technology,Touch technology,en_US
product.attribute.touch_technology,Touch-Technologie,de_DE
product.attribute.video_recording_modes,Video recording modes,en_US
product.attribute.video_recording_modes,Videoaufnahme-Modi,de_DE
product.attribute.voice_recording,Voice recording,en_US
product.attribute.voice_recording,Sprachaufnahme,de_DE
product.attribute.total_megapixels,Total megapixels,en_US
product.attribute.total_megapixels,Megapixel insgesamt,de_DE
product.attribute.white_balance,White balance,en_US
product.attribute.white_balance,Weißabgleich,de_DE
product.attribute.themes,Themes,en_US
product.attribute.themes,Themen,de_DE
product.attribute.usb_port,USB port,en_US
product.attribute.usb_port,USB-Port,de_DE
product.detail.out_of_stock,This product is currently not available.,en_US
product.detail.out_of_stock,Das Produkt ist zur Zeit nicht verfügbar.,de_DE
product.groups,Product Groups,en_US
product.groups,Produktgruppen,de_DE
cart.pre.check.availability.failed,Item %sku% only has availability of %stock%.,en_US
cart.pre.check.availability.failed,Zurzeit haben wir von %sku% nur %stock% Stück auf Lager.,de_DE
cart.pre.check.availability.failed.empty,Item %sku% no longer available.,en_US
cart.pre.check.availability.failed.empty,Das Produkt mit sku '%sku%' ist zurzeit nicht verfügbar.,de_DE
cart.pre.check.availability.failed.not.sellable,Einige Produkte aus Ihrem Warenkorb sind leider nicht länger verfügbar. Diese Produkte wurden aus Ihrem Warenkorb entfernt.,de_DE
mail.sender.name,globus-staging-No-Reply,en_US
mail.sender.name,Globus Abholservice,de_DE
mail.sender.email,noreply@gl-stg.cloud.spryker.toys,en_US
mail.sender.email,noreply@gl-stg.cloud.spryker.toys,de_DE
mail.company.status.subject,"Your company has changed status",en_US
mail.company.status.subject,"Deine Firma hat den Status geändert",de_DE
mail.company.status.text,"Your company has changed status to: ",en_US
mail.company.status.text,"Deine Firma hat den Status geändert zu: ",de_DE
mail.company.status.approved,"Approved ",en_US
mail.company.status.approved,"Bestätigt",de_DE
mail.company.status.denied,"Denied",en_US
mail.company.status.denied,"Abgelehnt",de_DE
mail.customer.registration.subject,Thank you for signing up!,en_US
mail.customer.registration.subject,Vielen Dank für deine Anmeldung bei Food Shop!,de_DE
mail.customer.registration.text,Thank you for signing up!,en_US
mail.customer.registration.text,Vielen Dank für deine Anmeldung bei Food Shop!,de_DE
mail.customer.restore_password.subject,New password for your account,en_US
mail.customer.restore_password.subject,Neues Passwort für dein Benutzerkonto,de_DE
mail.customer.restore_password.text,"""Es wurde ein neues Passwort für deinen Account angefordert. Wenn Sie nicht um eine Neueinrichtung des Passworts gebeten haben, ignoriere bitte diese Email. Klicke auf den folgedenen Link, um dein Passwort zu ändern:"".",de_DE
	mail.customer.restore_password.text,"""Somebody has requested a new password for your account. If it's not you, just ignore this email. If it's you, please follow the link bellow:""",en_US
mail.customer.restore_password_confirmation.subject,Dein Passwort wurde erfolgreich geändert!,de_DE
mail.customer.restore_password_confirmation.subject,Your password was changed successfully!,en_US
mail.customer.restore_password_confirmation.text,Dein Passwort wurde erfolgreich geändert!,de_DE
mail.customer.restore_password_confirmation.text,Your password was changed successfully!,en_US
mail.newsletter.subscribed.subject,Willkommen beim Spryker Newsletter,de_DE
mail.newsletter.subscribed.subject,Welcome to Spryker newsletter,en_US
mail.newsletter.subscribed.text,"Wir freuen uns, dass du dich für unseren Newsletter registriert hast. Wir werden unser bestes geben, um dich mich relevanten und spannenden News und Updates zu versorgen.",de_DE
mail.newsletter.subscribed.text,We are thrilled you have signed up for our newletter. We will do our best to deliver you the most relevant and exciting news and updates.,en_US
mail.newsletter.subscribed.footer.text,Viel Spaß beim Shoppen.,de_DE
mail.newsletter.subscribed.footer.text,Enjoy your shopping experience.,en_US
mail.newsletter.unsubscribed.subject,"Schade, dass du uns verlässt",de_DE
mail.newsletter.unsubscribed.subject,Sorry to see you go…,en_US
mail.newsletter.unsubscribed.text,"Your email address has been unsubscribed from newsletter, but you can always manage your subscription in your customer profile.",en_US
mail.newsletter.unsubscribed.text,Deine E-Mailadresse wurde vom Newsletter abgemeldet. Du kannst dich jeder Zeit wieder über dein Kundenkonto anmelden.,de_DE
mail.order.confirmation.subject,Vielen Dank für Ihre Bestellung in unserem Shop!,de_DE
mail.order.confirmation.subject,Thank you for your order in our shop!,en_US
mail.order.confirmation.salutation,Hallo,de_DE
mail.order.confirmation.salutation,Hello,en_US
mail.order.confirmation.text_line_1,danke für deinen Wunscheinkauf bei uns!,de_DE
mail.order.confirmation.text_line_1,Thank you for shopping in our shop!,en_US
mail.order.confirmation.text_line_2,"Wir schreiben dir um dich wissen zu lassen, dass wir deine Wunscheinkauf erfasst haben. Du erhältst eine Versandbestätigung sobald deine Wunscheinkauf losgeschickt wurde.",de_DE
mail.order.confirmation.text_line_2,We are writing to let you know that we got your order. You will receive a shipping confirmation by e-mail from us as soon as the order has been sent.,en_US
mail.order.confirmation.text_line_3,Hoffentlich gefällt dir deine Wunscheinkauf. Falls du deine Meinung änderst kannst du deine Wunscheinkauf innerhalb von 14 Tagen zurückgeben.,de_DE
mail.order.confirmation.text_line_3,"We hope you like your order. In case you change your mind, you can return within 14 days.",en_US
mail.order.confirmation.details,Bestelldetails,de_DE
mail.order.confirmation.details,Details of your order,en_US
mail.order.confirmation.shipping_address,Lieferadresse,de_DE
mail.order.confirmation.shipping_address,Delivery address,en_US
mail.order.confirmation.billing_address,Rechnungsadresse,de_DE
mail.order.confirmation.billing_address,Billing address,en_US
mail.order.confirmation.order_number,Nummer,de_DE
mail.order.confirmation.order_number,Order number,en_US
mail.order.confirmation.price_including_tax,Preis inklusive Steuern,de_DE
mail.order.confirmation.price_including_tax,Total price including taxes,en_US
mail.order.confirmation.date,Datum,de_DE
mail.order.confirmation.date,Date of order,en_US
mail.order.confirmation.footer.text_line_1,Viele Grüße,de_DE
mail.order.confirmation.footer.text_line_1,Have a great day!,en_US
mail.order.confirmation.footer.text_line_2,Dein Food Shop,de_DE
mail.order.confirmation.footer.text_line_2,Your Food Shop,en_US
mail.order.confirmation.shipment_details,Versanddetails,de_DE
mail.order.confirmation.shipment_details,Shipment details,en_US
mail.order.confirmation.shipment_number,Lieferungsnummer,de_DE
mail.order.confirmation.shipment_number,Shipment number,en_US
mail.order.confirmation.shipping_method,Versandmethode,de_DE
mail.order.confirmation.shipping_method,Shipment method,en_US
mail.order.confirmation.delivery_date,Angefordertes Lieferdatum,de_DE
mail.order.confirmation.delivery_date,Requested delivery date,en_US
mail.order.confirmation.products_in_shipment,Produkte nach Versand,de_DE
mail.order.confirmation.products_in_shipment,Products by shipment,en_US
mail.order.confirmation.product_title,Produktname,de_DE
mail.order.confirmation.product_title,Product title,en_US
mail.order.confirmation.item_quantity,Artikel Menge,de_DE
mail.order.confirmation.item_quantity,Item quantity,en_US
mail.order.confirmation.item_sku,Artikel Menge,de_DE
mail.order.confirmation.item_sku,Artikel SKU,en_US
mail.order.confirmation.item_price_including_tax,Artikelpreis insgesamt inklusive Steuern,de_DE
mail.order.confirmation.item_price_including_tax,Total item price including taxes,en_US
mail.order.shipped.subject,Abholschein für Ihre Bestellung %orderReference%,de_DE
mail.order.shipped.subject,Your order %orderReference% is on its way,en_US
mail.order.shipped.salutation,Hallo,de_DE
mail.order.shipped.salutation,Hello,en_US
mail.order.shipped.text,Deine Wunscheinkauf ist schon auf dem Weg!,de_DE
mail.order.shipped.text,Your order is already on its way.,en_US
mail.order.shipped.details,Bestelldetails,de_DE
mail.order.shipped.details,Details of your order,en_US
mail.order.shipped.order_number,Nummer,de_DE
mail.order.shipped.order_number,Order number,en_US
mail.order.shipped.price_including_tax,Preis inklusive Steuern,de_DE
mail.order.shipped.price_including_tax,Total price including taxes,en_US
mail.order.shipped.date,Datum,de_DE
mail.order.shipped.date,Date of order,en_US
mail.order.shipped.footer.text_line_1,Viele Grüße,de_DE
mail.order.shipped.footer.text_line_1,Have a great day!,en_US
